name	b_number	multi_fun
crr	b2417	BC-1.1.1:BC-4.4.A
pdxK	b2418	BC-1.7.27
yfeK	b2419	Unclassified-Genes
yfeS	b2420	Conserved-Hypothetical-ORFs
cysM	b2421	BC-1.5.1.12
cysA	b2422	BC-1.8.2:BC-4.3.A.1.a:BC-5.6.4
cysW	b2423	BC-1.8.2:BC-4.3.A.1.m:BC-6.1
cysU	b2424	BC-1.8.2:BC-4.3.A.1.m:BC-6.1
cysP	b2425	BC-1.8.2:BC-4.3.A.1.p
ucpA	b2426	BC-1.1.1
murR	b2427	BC-2.2.2:BC-3.1.2
murQ	b2428	BC-1.7.34
murP	b2429	BC-1.1.1:BC-4.4.A
yfeW	b2430	BC-1.2.3:BC-1.7.34
yfeX	b2431	Unclassified-Genes
yfeY	b2432	Conserved-Hypothetical-ORFs
yfeZ	b2433	ORFs
ypeA	b2434	ORFs
amiA	b2435	BC-1.6.7:BC-6.2
hemF	b2436	BC-1.5.3.12
eutR	b2437	BC-1.1.4:BC-2.2.2:BC-3.1.2.2
eutK	b2438	BC-1.1.4
eutL	b2439	BC-1.1.4
eutC	b2440	BC-1.1.4
eutB	b2441	BC-1.1.4
intZ	b2442	BC-8.1
yffL	b2443	BC-8.1
yffM	b2444	BC-8.1
yffN	b2445	BC-8.1
yffO	b2446	BC-8.1
yffP	b2447	BC-8.1
yffQ	b2448	BC-8.1
yffR	b2449	BC-8.1
yffS	b2450	BC-8.1
eutA	b2451	BC-1.1.4:BC-2.3.4
eutH	b2452	BC-1.1.4:BC-4.9.B:BC-6.1
eutG	b2453	BC-1.1.4
eutJ	b2454	BC-1.1.4:BC-2.3.4
eutE	b2455	BC-1.1.4
eutN	b2456	Unclassified-Genes
eutM	b2457	BC-6
eutD	b2458	BC-1.1
eutT	b2459	BC-1.1.4
eutQ	b2460	BC-1.1.4
eutP	b2461	BC-1.1.4
eutS	b2462	BC-6
maeB	b2463	BC-1.7
talA	b2464	BC-1.7.3
tktB	b2465	BC-1.1.1:BC-1.7.3
ypfG	b2466	Conserved-Hypothetical-ORFs
nudK	b2467	Unclassified-Genes
aegA	b2468	BC-1.8.3
narQ	b2469	BC-1.3.7:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
acrD	b2470	BC-4.2:BC-5.6.4:BC-6.1
ypfM	b4606	ORFs
yffB	b2471	ORFs
dapE	b2472	BC-1.5.1.7
ypfN	b4547	ORFs
ypfH	b2473	Unclassified-Genes
tmcA	b2474	BC-2.2.3
ypfJ	b2475	Unclassified-Genes
purC	b2476	BC-1.5.2.1
bamC	b2477	BC-6.1
dapA	b2478	BC-1.5.1.7
gcvR	b2479	BC-1.1.3:BC-1.7.17:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
bcp	b2480	BC-5.6.2
hyfA	b2481	BC-1.3.7
hyfB	b2482	BC-1.3.7:BC-6.1
hyfC	b2483	BC-1.3.7:BC-6.1
hyfD	b2484	BC-1.3.7:BC-6.1
hyfE	b2485	BC-1.3.7:BC-6.1
hyfF	b2486	BC-1.3.7:BC-6.1
hyfG	b2487	BC-1.3.7
hyfH	b2488	BC-1.3.7
hyfI	b2489	BC-1.3.7
hyfJ	b2490	ORFs
hyfR	b2491	BC-1.3.7:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
focB	b2492	BC-4.2.A:BC-6.1
yfgO	b2493	BC-6.1
bepA	b2494	BC-1.2.3:BC-2.3
yfgD	b2495	BC-5.6.2
hda	b2496	BC-2.1.1:BC-3.1.3.3
uraA	b2497	BC-4.2.A:BC-6.1
upp	b2498	BC-1.7.33
purM	b2499	BC-1.5.2.1
purN	b2500	BC-1.5.2.1
ppk	b2501	BC-1.8.1
ppx	b2502	BC-1.8.1
pdeF	b2503	BC-5.5
yfgG	b2504	ORFs
yfgH	b2505	Unclassified-Genes
yfgI	b2506	Unclassified-Genes
guaA	b2507	BC-1.5.2.1:BC-1.7.33
guaB	b2508	BC-1.5.2.1:BC-1.7.33
xseA	b2509	BC-1.2.2:BC-2.1.5
yfgJ	b2510	ORFs
der	b2511	BC-6.6
bamB	b2512	BC-6.1
yfgM	b2513	Unclassified-Genes
hisS	b2514	BC-2.3.1
ispG	b2515	BC-1.5.3.11
rodZ	b2516	Unclassified-Genes
rlmN	b2517	BC-2.2.3
ndk	b2518	BC-1.5.2.3:BC-1.7.33
pbpC	b2519	BC-1.6.7:BC-6.2
yfhM	b2520	BC-5.6
sseA	b2521	BC-1.8.2:BC-5.6
sseB	b2522	BC-1.8.2
pepB	b2523	BC-1.2.3:BC-2.3.6
iscX	b2524	BC-2.3.4
fdx	b2525	BC-1.4.3
hscA	b2526	BC-2.3.4
hscB	b2527	BC-1.7.19:BC-2.3.4
iscA	b2528	BC-1.7.19:BC-2.3.4
iscU	b2529	BC-1.5.3:BC-1.8.2:BC-2.3.3
iscS	b2530	BC-2.2.3
iscR	b2531	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
trmJ	b2532	BC-2.2.3
suhB	b2533	BC-3.1.3
yfhR	b2534	ORFs
csiE	b2535	ORFs
hcaT	b2536	BC-4.2.A:BC-6.1
iroK	b4706	BC-5.6
hcaR	b2537	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
hcaE	b2538	BC-1.1.1
hcaF	b2539	BC-1.1.1
hcaC	b2540	BC-1.1.1
hcaB	b2541	BC-1.1.1
hcaD	b2542	BC-1.1.1
yphA	b2543	BC-6.1
yphB	b2544	Unclassified-Genes
yphC	b2545	ORFs
yphD	b2546	BC-4.3.A.1.m:BC-6.1
yphE	b2547	BC-4.3.A.1.a
yphF	b2548	BC-4.3.A.1.p
yphG	b2549	ORFs
yphH	b2550	BC-3.1.2
glyA	b2551	BC-1.1.3:BC-1.5.1.10:BC-1.7.17
hmp	b2552	BC-1.7.1
glnB	b2553	BC-1.5.1.2:BC-1.5.4:BC-1.8.3:BC-3.1.3.3
glrR	b2554	BC-2.2.2:BC-2.3.3:BC-3.1.2.2:BC-3.1.2.4.3
qseG	b2555	Unclassified-Genes
glrK	b2556	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
purL	b2557	BC-1.5.2.1
mltF	b2558	BC-1.2.3
tadA	b2559	BC-2.2.3
pgpC	b2560	BC-1.6.1:BC-6.1
yfhH	b2561	BC-2.2.2:BC-3.1.2
yfhL	b2562	BC-2.2.5:BC-3.1.3.2
shoB	b4687	BC-5
acpS	b2563	BC-1.5.4
pdxJ	b2564	BC-1.5.3.6
recO	b2565	BC-2.1.3:BC-2.1.4
era	b2566	BC-5.2
rnc	b2567	BC-1.2.1:BC-2.2.4
lepB	b2568	BC-2.3.5:BC-6.1
lepA	b2569	BC-2.3.2:BC-5.5.2:BC-5.5.4
rseC	b2570	BC-2.2.2:BC-3.1.2.1:BC-5.5.3:BC-5.5.6:BC-6.1
rseB	b2571	BC-2.2.2:BC-3.1.2.1:BC-5.5.3:BC-5.5.6
rseA	b2572	BC-2.2.2:BC-3.1.2.1:BC-5.5.2:BC-5.5.6
rpoE	b2573	BC-2.2.2:BC-3.1.2.1:BC-3.3.3:BC-5.5.2:BC-5.5.6
rseD	b4725	Unclassified-Genes
nadB	b2574	BC-1.5.3.7
yfiC	b2575	BC-2.2.3
srmB	b2576	BC-6.6
yfiE	b2577	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
eamB	b2578	BC-4.2.A
grcA	b2579	BC-1.3.7:BC-5.5.4:BC-5.5.6
ung	b2580	BC-2.1.4
yfiF	b2581	ORFs
trxC	b2582	BC-1.6.15.2
yfiP	b2583	BC-2.2.3
patZ	b2584	BC-2.3.3:BC-3.1.3.2
pssA	b2585	BC-1.6.1:BC-6.1
yfiM	b2586	Conserved-Hypothetical-ORFs
kgtP	b2587	BC-1.1.1:BC-4.2.A:BC-6.1
clpB	b2592	BC-5.5.2
pgeF	b2593	Unclassified-Genes
rluD	b2594	BC-2.2.3
bamD	b2595	BC-6.1
raiA	b2597	BC-2.3.2:BC-6.6
pheL	b2598	BC-1.5.1.13
pheA	b2599	BC-1.5.1.13:BC-1.5.1.14
tyrA	b2600	BC-1.5.1.13:BC-1.5.1.14
aroF	b2601	BC-1.5.1.20
yfiL	b2602	ORFs
yfiR	b2603	BC-5.3
dgcN	b2604	BC-5.3
yfiB	b2605	ORFs
rplS	b2606	BC-2.3.2:BC-2.3.8:BC-6.6
trmD	b2607	BC-2.2.3
rimM	b2608	BC-2.3.8:BC-6.6
rpsP	b2609	BC-2.3.2:BC-2.3.8:BC-6.6
ffh	b2610	BC-2.3.5:BC-4.3.A.5
ypjD	b2611	ORFs
yfjD	b4461	BC-6.1
grpE	b2614	BC-2.3.4:BC-5.1:BC-8.1
nadK	b2615	BC-1.5.3.7
recN	b2616	BC-2.1.3:BC-2.1.4:BC-5.8
bamE	b2617	BC-6.1
yfjF	b2618	Conserved-Hypothetical-ORFs
ratA	b2619	BC-5.6.3
smpB	b2620	BC-2.3.6
intA	b2622	BC-8.1
yfjH	b2623	BC-8.1
alpA	b2624	BC-2.2.2:BC-3.1.2.2:BC-8.1
yfjI	b2625	BC-8.1
yfjJ	b2626	BC-8.1
abpB	b2627	BC-8.1
abpA	b2628	BC-8.1
yfjM	b2629	BC-8.1
rnlA	b2630	BC-1.2.1:BC-2.2.4:BC-8.1
rnlB	b2631	BC-5.6.3:BC-8.1
yfjP	b2632	BC-8.1
yfjQ	b2633	BC-8.1
yfjR	b2634	BC-8.1
ypjK	b2635	BC-8.1
yfjS	b2636	Unclassified-Genes
yfjT	b2637	BC-8.1
yfjU	b2638	BC-8.1
yfjV	b2641	Pseudo-Genes
yfjW	b2642	BC-8.1
ypjI	b4644	Pseudo-Genes
yfjX	b2643	BC-8.1
yfjY	b2644	BC-8.1
ypjJ	b4548	ORFs
yfjZ	b2645	BC-8.1
ypjF	b2646	BC-5.6.3:BC-8.1
ypjA	b2647	Unclassified-Genes
pinH	b2648	Pseudo-Genes
ypjB	b2649	Unclassified-Genes
ypjC	b2650	ORFs
ygaQ	b4462	Interrupted-Genes
csiD	b2659	BC-1.1.3
lhgO	b2660	BC-1.1.3
gabD	b2661	BC-1.7.31:BC-1.7.32
gabT	b2662	BC-1.7.31:BC-1.7.32
gabP	b2663	BC-1.1.1:BC-4.2.A:BC-6.1
csiR	b2664	BC-1.7.32:BC-1.8.3:BC-2.2.2:BC-3.1.2.3
kbp	b2665	BC-5.5.1
yqaE	b2666	Unclassified-Genes
ygaV	b2667	BC-3.1.2
ygaP	b2668	BC-5.6
stpA	b2669	BC-2.2:BC-2.3.7:BC-3.1.4
alaE	b2670	BC-4.2.A:BC-5.5:BC-5.6
ygaC	b2671	Conserved-Hypothetical-ORFs
ygaM	b2672	Unclassified-Genes
nrdH	b2673	BC-1.6.15.2
nrdI	b2674	BC-2.3.3
nrdE	b2675	BC-1.7.33
nrdF	b2676	BC-1.7.33
proV	b2677	BC-4.3.A.1.a:BC-5.5.1
proW	b2678	BC-4.3.A.1.m:BC-5.5.1:BC-6.1
proX	b2679	BC-4.3.A.1.p:BC-5.5.1
ygaY	b2681	Interrupted-Genes
ygaZ	b2682	BC-4
ygaH	b2683	BC-4
mprA	b2684	BC-2.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.6.4:BC-8.2
emrA	b2685	BC-4.2.A:BC-5.6.4:BC-6.1
emrB	b2686	BC-4.2.A:BC-5.6.4:BC-6.1
luxS	b2687	BC-3.1.2.4.4
gshA	b2688	BC-1.5.3.10
yqaA	b2689	ORFs
yqaB	b2690	BC-1
csrA	b2696	BC-1.1.1:BC-1.3.1:BC-1.6.9:BC-1.7:BC-2.2.4:BC-3.1.3.1:BC-3.3.4:BC-5.3
alaS	b2697	BC-2.3.1:BC-3.1.2.3
recX	b2698	BC-2.1.3:BC-2.1.4:BC-3.1.3.3:BC-5.6.1:BC-5.8
recA	b2699	BC-2.1.3:BC-2.1.4:BC-2.3.6:BC-3.1.3.4:BC-5.8
pncC	b2700	BC-1.5.3.7
mltB	b2701	BC-1.2.3
srlA	b2702	BC-1.1.1:BC-4.4.A
srlE	b2703	BC-1.1.1:BC-4.4.A
srlB	b2704	BC-1.1.1:BC-4.4.A
srlD	b2705	BC-1.1.1
gutM	b2706	BC-1.1.1:BC-2.2.2:BC-3.1.2.2
srlR	b2707	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
gutQ	b2708	BC-1.6.3.2
norR	b2709	BC-2.2.2:BC-3.1.2.2:BC-5.6.2
norV	b2710	BC-1.4.3
norW	b2711	BC-1.4.3:BC-5.6.2
hypF	b2712	BC-1.3.7:BC-2.3.3
hydN	b2713	BC-1.3.7
ascG	b2714	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
ascF	b2715	BC-1.1.1:BC-4.4.A:BC-6.1
ascB	b2716	BC-1.1.1
hycI	b2717	BC-2.3.3:BC-2.3.4
hycH	b2718	BC-1.3.5
hycG	b2719	BC-1.3.5
hycF	b2720	BC-1.3.5:BC-6.1
hycE	b2721	BC-1.3.5
hycD	b2722	BC-1.3.5:BC-6.1
hycC	b2723	BC-1.3.5:BC-6.1
hycB	b2724	BC-1.3.5
hycA	b2725	BC-1.3.5:BC-3.3.1
hypA	b2726	BC-1.3.7
hypB	b2727	BC-1.3.5:BC-2.3.4
hypC	b2728	BC-1.3.7:BC-2.3.4
hypD	b2729	BC-1.3.7:BC-2.3.3
hypE	b2730	BC-1.3.7:BC-2.3.3
fhlA	b2731	BC-1.3.5:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
ygbA	b2732	Conserved-Hypothetical-ORFs
mutS	b2733	BC-2.1.4
pphB	b2734	BC-2.3.3:BC-3.1.3.2:BC-3.1.3.3:BC-5.5.6
ygbI	b2735	BC-2.2.2:BC-3.1.2.3
ygbJ	b2736	Unclassified-Genes
ygbK	b2737	Unclassified-Genes
ygbL	b2738	BC-1.7.1
ygbM	b2739	ORFs
ygbN	b2740	BC-4.2.A:BC-6.1
rpoS	b2741	BC-3.1.2.1
nlpD	b2742	BC-5.1
pcm	b2743	BC-2.3.4
umpG	b2744	BC-5
truD	b2745	BC-2.2.3
ispF	b2746	BC-1.5.3.11
ispD	b2747	BC-1.5.3.11
ftsB	b2748	BC-5.1
ygbE	b2749	ORFs
cysC	b2750	BC-1.8.2
cysN	b2751	BC-1.8.2
cysD	b2752	BC-1.8.2
iap	b2753	BC-2.3.3
cas2	b2754	BC-5.10
cas1	b2755	BC-2.1.4:BC-5.10
casE	b2756	BC-5.10
casD	b2757	BC-5.10
casC	b2758	BC-5.10
casB	b2759	BC-5.10
casA	b2760	BC-5.10
cas3	b2761	BC-5.10
cysH	b2762	BC-1.8.2
cysI	b2763	BC-1.8.2
cysJ	b2764	BC-1.8.2
queD	b2765	BC-2.2.3
ygcN	b2766	Unclassified-Genes
ygcO	b2767	ORFs
ygcP	b2768	Unclassified-Genes
ygcQ	b2769	Unclassified-Genes
ygcR	b2770	Unclassified-Genes
ygcS	b2771	BC-4.2.A:BC-6.1
ygcU	b4463	ORFs
ygcW	b2774	ORFs
yqcE	b2775	BC-4.2.A
ygcE	b2776	ORFs
queE	b2777	Unclassified-Genes
yqcG	b4682	BC-5.5
ygcG	b2778	ORFs
eno	b2779	BC-1.3.1:BC-1.7
pyrG	b2780	BC-1.5.2.4:BC-1.7.33
mazG	b2781	BC-5.5.3
mazF	b2782	BC-2.2.4:BC-2.3.2:BC-3.1.3.1:BC-5.10:BC-5.5.3:BC-5.5.6:BC-5.6.3:BC-5.6.4
mazE	b2783	BC-5.10:BC-5.5.3:BC-5.5.6:BC-5.6.3:BC-5.6.4
relA	b2784	BC-1.7.33:BC-3.1.4:BC-6.6
rlmD	b2785	BC-2.2.3
barA	b2786	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
gudD	b2787	BC-1.1.1
gudX	b2788	BC-1.1.1
gudP	b2789	BC-1.1.1:BC-4.2.A:BC-6.1
yqcA	b2790	ORFs
truC	b2791	BC-2.2.3
yqcC	b2792	Unclassified-Genes
syd	b2793	Unclassified-Genes
queF	b2794	BC-2.2.3
ppnN	b2795	BC-1.7.10
sdaC	b2796	BC-1.5.1.11:BC-4.2.A:BC-6.1
sdaB	b2797	BC-1.1.3
ygdG	b2798	ORFs
fucO	b2799	BC-1.1.1:BC-1.7.25
fucA	b2800	BC-1.1.1
fucP	b2801	BC-1.1.1:BC-4.2.A:BC-6.1
fucI	b2802	BC-1.1.1
fucK	b2803	BC-1.1.1
fucU	b2804	BC-1.1.1
fucR	b2805	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
rlmM	b2806	BC-2.2.3
ygdD	b2807	Conserved-Hypothetical-ORFs
gcvA	b2808	BC-1.1.3:BC-1.7.17:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
ygdI	b2809	ORFs
csdA	b2810	BC-1.7.13:BC-1.8.2
csdE	b2811	BC-1.8.2
tcdA	b2812	BC-2.2.3
mltA	b2813	BC-1.2.3
amiC	b2817	BC-1.6.7:BC-5.1:BC-5.6.4:BC-6.2
argA	b2818	BC-1.5.1.3
recD	b2819	BC-1.2.2:BC-2.1.3:BC-2.1.5
recB	b2820	BC-1.2.2:BC-2.1.3:BC-2.1.4:BC-2.1.5
ptrA	b2821	BC-1.2.3:BC-2.3.6
recC	b2822	BC-1.2.2:BC-2.1.3:BC-2.1.4:BC-2.1.5
ppdC	b2823	ORFs
ygdB	b2824	Conserved-Hypothetical-ORFs
ppdB	b2825	BC-6.5
ppdA	b2826	BC-6.5
thyA	b2827	BC-1.7.17:BC-1.7.33
lgt	b2828	BC-1.6.1:BC-2.3.3:BC-6.1
ptsP	b2829	BC-1.8.3
rppH	b2830	BC-2.2.4
ygdT	b4610	ORFs
mutH	b2831	BC-2.1.4
ygdQ	b2832	ORFs
ygdR	b2833	Unclassified-Genes
tas	b2834	ORFs
lplT	b2835	BC-4:BC-5.6
aas	b2836	BC-1.5.4:BC-2.3.3:BC-6.1
galR	b2837	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
lysA	b2838	BC-1.5.1.7
lysR	b2839	BC-1.5.1.7:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
ygeA	b2840	Unclassified-Genes
araE	b2841	BC-1.1.1:BC-4.2.A:BC-6.1
kduD	b2842	BC-1.7.1
kduI	b2843	BC-1.1.1
yqeF	b2844	ORFs
yqeG	b2845	BC-4.2.A:BC-6.1
yqeH	b2846	Unclassified-Genes
yqeI	b2847	BC-3.1.4
yqeJ	b2848	Conserved-Hypothetical-ORFs
yqeL	b4683	ORFs
yqeK	b2849	ORFs
ygeF	b2850	Interrupted-Genes
ygeG	b2851	Conserved-Hypothetical-ORFs
ygeH	b2852	BC-3.1.2
ygeI	b2853	ORFs
pbl	b2854	Pseudo-Genes
ygeK	b2855	Pseudo-Genes
ygeL	b2856	Interrupted-Genes
ygeN	b2858	Pseudo-Genes
ygeO	b2859	Interrupted-Genes
insD-4	b2860	BC-8.3
insC-4	b2861	BC-8.3
ygeP	b2862	Pseudo-Genes
ygeQ	b2863	ORFs
ygeR	b2865	BC-3.1.3.3:BC-5.5
xdhA	b2866	BC-1.5.2
xdhB	b2867	BC-1.5.2
xdhC	b2868	BC-1.5.2
ygeV	b2869	BC-2.2.2:BC-3.1.2.2
ygeW	b2870	ORFs
ygeX	b2871	BC-1
ygeY	b2872	ORFs
hyuA	b2873	Unclassified-Genes
yqeA	b2874	BC-1.7.1
yqeB	b2875	ORFs
yqeC	b2876	Unclassified-Genes
mocA	b2877	BC-1.5.3.4
ygfK	b2878	Unclassified-Genes
ssnA	b2879	Unclassified-Genes
ygfM	b2880	Unclassified-Genes
xdhD	b2881	BC-1.5.2
xanQ	b2882	BC-4.2.A:BC-6.1
guaD	b2883	BC-1.7
ghxQ	b4464	BC-4.2.A
ygfS	b2886	ORFs
ygfT	b2887	BC-1.8.3
uacT	b2888	BC-4.2.A:BC-6.1
yqfG	b4684	ORFs
yqfH	b4753	ORFs
idi	b2889	BC-1.5.3.11
lysS	b2890	BC-2.3.1
prfB	b2891	BC-2.3.2
recJ	b2892	BC-1.2.2:BC-2.1.5
dsbC	b2893	BC-2.3.4
xerD	b2894	BC-2.1.3
fldB	b2895	BC-1.4.3
ygfX	b2896	BC-5
sdhE	b2897	BC-2.3.3
ygfZ	b2898	BC-2.3
yqfA	b2899	ORFs
yqfB	b2900	BC-1.8
bglA	b2901	BC-1.1.1
ygfF	b2902	ORFs
gcvP	b2903	BC-1.1.3:BC-1.7.17
gcvH	b2904	BC-1.1.3:BC-1.7.17
gcvT	b2905	BC-1.1.3:BC-1.7.17
yqfI	b4754	ORFs
ubiI	b2906	BC-1.5.3.11
ubiH	b2907	BC-1.3.6:BC-1.5.3.11
pepP	b2908	BC-1.2.3:BC-2.3.6
ygfB	b2909	Conserved-Hypothetical-ORFs
zapA	b2910	BC-5.1
fau	b2912	BC-5.6.4
ibsC	b4665	BC-5
serA	b2913	BC-1.5.1.11
rpiA	b2914	BC-1.1.1:BC-1.7.3
yqfE	b2915	Pseudo-Genes
argP	b2916	BC-2.1.1:BC-2.2.2:BC-2.3.7:BC-3.1.2.2:BC-3.3.1
scpA	b2917	BC-1.7.1
argK	b2918	Unclassified-Genes
scpB	b2919	BC-1.7.1
scpC	b2920	BC-1.7.1
ygfI	b2921	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yggE	b2922	BC-5.10
argO	b2923	BC-4.2.A
mscS	b2924	BC-4.1.A:BC-5.5.6:BC-6.1
fbaA	b2925	BC-1.1.1
pgk	b2926	BC-1.3.1:BC-1.7
epd	b2927	BC-1.5.3.6:BC-1.7
yggC	b2928	Unclassified-Genes
fumE	b2929	BC-3.1.4
yggF	b2930	BC-1.7
yggP	b4465	Unclassified-Genes
cmtA	b2933	BC-4.4.A
cmtB	b2934	BC-4.4.A
tktA	b2935	BC-1.1.1:BC-1.7.3
loiP	b2936	BC-5.5
speB	b2937	BC-1.7.14
speA	b2938	BC-1.7.14
yqgB	b2939	BC-5.5.4
yqgC	b2940	ORFs
yqgD	b2941	ORFs
metK	b2942	BC-1.7.20
galP	b2943	BC-1.1.1:BC-4.2.A:BC-6.1
yggI	b2944	ORFs
endA	b2945	BC-1.2.2:BC-2.1.5
rsmE	b2946	BC-2.2.3
gshB	b2947	BC-1.5.3.10
yqgE	b2948	Unclassified-Genes
yqgF	b2949	BC-2.2.6
yggR	b2950	BC-4.9.B
yggS	b2951	ORFs
yggT	b2952	BC-5.5.1
yggU	b2953	Unclassified-Genes
rdgB	b2954	BC-2.1:BC-5.6
yggW	b2955	BC-2.3.4
yggM	b2956	Unclassified-Genes
ansB	b2957	BC-1.1.3
yggN	b2958	Unclassified-Genes
yggL	b2959	BC-6.6
trmI	b2960	BC-2.2.3
mutY	b2961	BC-2.1.4
yggX	b2962	BC-5.5.6
mltC	b2963	BC-1.2.3:BC-6.1
nupG	b2964	BC-4.2.A:BC-6.1
speC	b2965	BC-1.7.14
yqgA	b2966	BC-4.9.B
yghD	b2968	Unclassified-Genes
yghE	b2969	ORFs
yghF	b2970	ORFs
yghG	b2971	ORFs
pppA	b2972	BC-2.3.5
yghJ	b4466	ORFs
glcA	b2975	BC-1.1.1:BC-4.2.A:BC-6.1
glcB	b2976	BC-1.1.1:BC-1.7.21
glcG	b2977	ORFs
glcF	b4467	BC-1.7.25
glcE	b4468	BC-1.7.25
glcD	b2979	BC-1.7.25
glcC	b2980	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
yghO	b2981	BC-2.2.2:BC-3.1.2
insH-9	b2982	BC-8.3
yghQ	b2983	BC-4.9.B:BC-6.1
yghR	b2984	Unclassified-Genes
yghS	b2985	Unclassified-Genes
yghT	b2986	ORFs
pitB	b2987	BC-1.8.1:BC-4.2.A:BC-6.1
gss	b2988	BC-1.7.14
yghU	b2989	BC-1.7.1
hybG	b2990	BC-1.3.7:BC-2.3.4
hybF	b2991	BC-1.3.7:BC-2.3.3
hybE	b2992	BC-2.3.4
hybD	b2993	BC-1.3.7:BC-2.3.3
hybC	b2994	BC-1.3.7:BC-1.4.1
hybB	b2995	BC-1.3.7:BC-1.4.1:BC-1.6.15.1:BC-6.1
hybA	b2996	BC-1.4.1
hybO	b2997	BC-1.3.7:BC-1.4.1
yghW	b2998	Conserved-Hypothetical-ORFs
yghX	b4658	Interrupted-Genes
yqhI	b4755	ORFs
gpr	b3001	BC-5.6.2
yqhA	b3002	BC-6.1
yghA	b3003	Unclassified-Genes
exbD	b3005	BC-4.2.C:BC-5.5.7:BC-6.1
exbB	b3006	BC-4.2.C:BC-5.5.7:BC-6.1
metC	b3008	BC-1.5.1.9
yghB	b3009	BC-1.4:BC-6.1
yqhC	b3010	BC-2.2.2:BC-3.1.2.2
yqhD	b3011	BC-5.6
dkgA	b3012	BC-1.1.1:BC-1.7.23
yqhG	b3013	ORFs
yqhH	b3014	Unclassified-Genes
ygiQ	b4469	Unclassified-Genes
ftsP	b3017	BC-5.1
plsC	b3018	BC-1.5.4:BC-1.6.1:BC-6.1
parC	b3019	BC-2.1.1
ygiS	b3020	BC-4.3.A.1.p
mqsA	b3021	BC-3.1.4
mqsR	b3022	BC-3.1.3.1:BC-5.3
ygiV	b3023	BC-2.2.2:BC-3.1.2
ygiW	b3024	BC-5.5.6
qseB	b3025	BC-2.2.2:BC-3.1.2:BC-3.1.2.2:BC-3.1.2.4.3
qseC	b3026	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
ygiZ	b3027	Conserved-Hypothetical-ORFs
mdaB	b3028	BC-1.4.1:BC-5.6.4
ygiN	b3029	BC-5.5.4:BC-5.5.6
parE	b3030	BC-2.1.1
yqiA	b3031	BC-5.6.1
cpdA	b3032	BC-3.1.3.4
yqiB	b3033	ORFs
nudF	b3034	BC-1:BC-5.6
tolC	b3035	BC-4.1.B
ygiA	b3036	Phantom-Genes
ygiB	b3037	Unclassified-Genes
ygiC	b3038	ORFs
ygiD	b3039	Unclassified-Genes
zupT	b3040	BC-4.9.A
yqiD	b4756	ORFs
ribB	b3041	BC-1.5.3.9
ubiK	b3042	BC-1.5.3.11
ygiL	b3043	BC-6.5
yqiG	b3046	Interrupted-Genes
insC-5	b3044	BC-8.3
insD-5	b3045	BC-8.3
yqiH	b3047	BC-2.3.4:BC-4.9.B:BC-6.1
yqiI	b3048	BC-5.6.2
glgS	b3049	BC-1.6.9
yqiJ	b3050	ORFs
yqiK	b3051	BC-6.1
ibsD	b4664	BC-5
ibsE	b4666	BC-5
rfaE	b3052	BC-1.6.3.2
glnE	b3053	BC-1.8.3:BC-2.3.3
ygiF	b3054	Unclassified-Genes
ygiM	b3055	ORFs
cca	b3056	BC-2.2.3
bacA	b3057	BC-5.6.4:BC-6.1
folB	b3058	BC-1.5.3.2
plsY	b3059	BC-1.6.1
ttdR	b3060	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
ttdA	b3061	BC-1.3.5
ttdB	b3062	BC-1.3.5
ttdT	b3063	BC-4.2.A:BC-6.1
tsaD	b3064	BC-2.2.3
rpsU	b3065	BC-2.3.2:BC-2.3.8:BC-6.6
dnaG	b3066	BC-2.1.1
rpoD	b3067	BC-2.2.2:BC-3.1.2.1:BC-3.3.3
mug	b3068	BC-2.1.4
nfeF	b3070	BC-5.5.7
nfeR	b3071	BC-2.2.2:BC-3.1.2
aer	b3072	BC-3.1.4:BC-5.3:BC-6.1
patA	b3073	BC-1.8.3
ygjH	b3074	Unclassified-Genes
